,Trait,Sequence,Model,Log-likelihood,Corrected AIC,Pairwise Divergence Error,LOCO MSE,Z0,True Z0,Zeq
69,longest_ORF_alan,segment_320_722,OU,-167.47894784849169,344.17001690910456,1120.5570283810493,7945858.110855127,-4.088717385583216,45.0,54.78325281314531
70,longest_ORF_alan,segment_320_722,OU (Z0=Zeq),-167.49672428442975,341.69933092180065,1119.8366987932027,15663.211223608472,54.56476063237719,45.0,54.56476063237719
71,longest_ORF_alan,segment_320_722,BM,-185.13202059514117,374.6068983331395,6511.033226113261,14137.595018128184,50.91417020806372,45.0,50.91417020806372
72,gc_content,segment_10270_10563,NeutralModel,118.22726893001943,-224.57953786003887,0.0007866891997507276,0.007337826929720828,0.44049020987464593,0.445578231292517,0.47491514618474884
73,gc_content,segment_10270_10563,NeutralModel (fixed u=1.34),118.1230006103824,-227.0338800086436,0.0007839302334410861,0.007517824131294291,0.4406954477369743,0.445578231292517,0.4659943623765553
74,gc_content,segment_10270_10563,"NeutralModel (fixed u=1.34, Z_eq=0.44)",118.12300060984279,-229.5401188667444,0.000783930131426011,0.0075125770294611795,0.44069549576151346,0.445578231292517,0.4659937893669566
75,gc_content,segment_10270_10563,"NeutralModel (fixed u=1.34, Z_eq=0.44, sigma_eq=0.2464/L)",117.45128002596756,-230.55970290907797,0.0007732752211855415,0.007608079756268596,0.4388146798128754,0.445578231292517,0.47064422574890263
76,gc_content,segment_10270_10563,OU,117.81064364374551,-226.4091660753698,0.0007848843659888037,0.007231101861355485,0.4370287831248583,0.445578231292517,0.810047697688456
77,gc_content,segment_10270_10563,OU (Z0=Zeq),117.15619235037215,-227.60650234780312,0.0007732514949235831,0.006454745374579098,0.44680274222027344,0.445578231292517,0.44680274222027344
78,gc_content,segment_10270_10563,BM,117.05202570067732,-229.76119425849748,0.0007796186103109619,0.0064003049249879386,0.44524384988473353,0.445578231292517,0.44524384988473353
79,longest_ORF,segment_10270_10563,NeutralModel,68.19707766856932,-124.51915533713864,0.0055089893832595445,0.05152768382694038,0.26010097571890334,0.29591836734693877,0.17200968941624198
80,longest_ORF,segment_10270_10563,NeutralModel (fixed u=1.34),67.15621786438776,-125.1003145166543,0.006164403689843497,0.05218249837734454,0.25951315832186383,0.29591836734693877,0.14632255697787808
81,longest_ORF,segment_10270_10563,OU,77.2135253957548,-145.21492957938838,0.002441143361152922,0.34867936860700083,2.9968404698193805,0.29591836734693877,0.19590487904378862
82,longest_ORF,segment_10270_10563,OU (Z0=Zeq),74.8935281815766,-143.081174010212,0.002585080933423008,0.04784663346930893,0.19890875527119198,0.29591836734693877,0.19890875527119198
83,longest_ORF,segment_10270_10563,BM,64.67885198694586,-125.01484683103457,0.008113884858892289,0.049102070463212445,0.23997546561319436,0.29591836734693877,0.23997546561319436
84,A_percent,segment_10270_10563,NeutralModel,124.01571411891088,-236.15642823782176,0.00042075381786818464,0.00403919582262224,0.25272274512159026,0.24489795918367346,0.2733480060717577
85,A_percent,segment_10270_10563,NeutralModel (fixed u=1.34),124.16887052604875,-239.12561983997628,0.00041391927834883975,0.0038933940752390707,0.25236343210606915,0.24489795918367346,0.27030789975266856
86,A_percent,segment_10270_10563,"NeutralModel (fixed u=1.34, Z_eq=0.28)",124.16887052455724,-241.63185869617328,0.00041391794352133536,0.003895299569968578,0.25236302521543996,0.24489795918367346,0.27030944682811847
87,A_percent,segment_10270_10563,"NeutralModel (fixed u=1.34, Z_eq=0.28, sigma_eq=0.2016/L)",123.25427479346256,-242.16569244406796,0.00039725470801938134,0.004034301237734408,0.2520722683275722,0.24489795918367346,0.2708639974761315
88,A_percent,segment_10270_10563,OU,123.68356766255961,-238.155014112998,0.0003827520951952726,0.0038961310317743624,0.2480198341887048,0.24489795918367346,0.2653594389096608
89,A_percent,segment_10270_10563,OU (Z0=Zeq),123.3342979392328,-239.9627135255244,0.0003825913343204652,0.003658195020260182,0.25919308670745284,0.24489795918367346,0.25919308670745284
90,A_percent,segment_10270_10563,BM,122.32098048479037,-240.29910382672358,0.0004267009996946669,0.0036498468254671274,0.2557794655717209,0.24489795918367346,0.2557794655717209
91,longest_ORF_alan,segment_10270_10563,NeutralModel,-147.65059316241897,307.17618632483794,571.5335559186708,6387.364909461319,82.60415678984386,82.0,12.411243950239799
92,longest_ORF_alan,segment_10270_10563,NeutralModel (fixed u=1.34),-148.69315380439332,306.5984288209078,632.4064609060614,6379.621137949694,81.16100263379604,82.0,-7.03824462760842
93,longest_ORF_alan,segment_10270_10563,OU,-142.61620752593478,294.44453626399076,310.28252462832995,10781.550878857175,365.49445747219346,82.0,41.646901136103324
94,longest_ORF_alan,segment_10270_10563,OU (Z0=Zeq),-147.12361528562303,300.9531129241872,381.7747645180051,6654.580847011459,43.895667162180416,82.0,43.895667162180416
95,longest_ORF_alan,segment_10270_10563,BM,-152.44232205633799,309.2275012555331,759.7168737624768,7260.292182408805,64.83100973706696,82.0,64.83100973706696
96,gc_content,segment_11935_12275,NeutralModel,104.23666321440608,-196.5378425578444,0.0013890149067390463,0.003648270943513749,0.47937554046131914,0.49266862170087977,0.47757766546787817
97,gc_content,segment_11935_12275,NeutralModel (fixed u=1.34),103.43390025097914,-197.61780050195827,0.0015468900400865166,0.0035792901256175074,0.4794331307117,0.49266862170087977,0.4761292572877798
98,gc_content,segment_11935_12275,"NeutralModel (fixed u=1.34, Z_eq=0.44)",103.43390025203044,-200.14052777678816,0.0015469268747497597,0.003579260607388767,0.4794326429154808,0.49266862170087977,0.47613091672936386
99,gc_content,segment_11935_12275,"NeutralModel (fixed u=1.34, Z_eq=0.44, sigma_eq=0.2464/L)",101.87032589806377,-199.38771061965696,0.0018347130731248536,0.0035242519540089924,0.4859009023951198,0.49266862170087977,0.45691787392341005
100,gc_content,segment_11935_12275,OU,115.68799768417038,-222.12599536834077,0.00037163753853294607,0.00581442383548567,-3.2025589233842173,0.49266862170087977,0.4823275969508739
101,gc_content,segment_11935_12275,OU (Z0=Zeq),115.60326134759,-224.4792499679073,0.00037111260910519623,0.005736174172480013,0.48210051035547086,0.49266862170087977,0.48210051035547086
102,gc_content,segment_11935_12275,BM,99.90099576911915,-195.44905036176772,0.0023565248827679074,0.0029663143324923993,0.4790731062849573,0.49266862170087977,0.4790731062849573
103,longest_ORF,segment_11935_12275,NeutralModel,27.30306630138747,-42.6706487318072,0.10834893577497005,0.07526666140147759,0.1433783725796149,0.20821114369501467,0.31685090589743714
104,longest_ORF,segment_11935_12275,NeutralModel (fixed u=1.34),26.34947564346109,-43.44895128692218,0.12016047590456674,0.07576857287167561,0.1442368699734993,0.20821114369501467,0.38452883274958977
105,longest_ORF,segment_11935_12275,OU,72.24603559468903,-135.24207118937807,0.0033244490124344542,0.04947660375194303,-63.89756830493427,0.20821114369501467,0.19690553450097173
