,Trait,Sequence,Model,Corrected AIC,LOCO MSE,Z0,Zeq
98,longest_ORF_alan,segment_11935_12275,OU (Z0=Zeq),436.6463105208202,4946.757496141459,42.52540271398154,42.52540271398154
99,longest_ORF_alan,segment_11935_12275,BM,271.2672268444139,5168.023787038226,42.796223070939405,42.796223070939405
100,gc_content,segment_7916_8695,NeutralModel,-230.65619470996194,0.011139030836784806,0.2953435478844701,1.5630263489330045
101,gc_content,segment_7916_8695,NeutralModel (fixed u=1.3),-233.0948395108737,0.011361548259081847,0.2956332109514256,1.283983363649087
102,gc_content,segment_7916_8695,OU,-233.88599186161704,0.011202572340170374,0.3008514918716742,326.86051924647893
103,gc_content,segment_7916_8695,OU (Z0=Zeq),-234.11140791843084,0.010901449856904721,0.4224617433460378,0.4224617433460378
104,gc_content,segment_7916_8695,BM,-236.44995798733038,0.010917922502755459,0.42246127627507263,0.42246127627507263
105,longest_ORF,segment_7916_8695,NeutralModel,-177.5278581767496,0.015380537864357804,-0.15982693937957845,1.354493567971222
106,longest_ORF,segment_7916_8695,NeutralModel (fixed u=1.3),-178.99496874993199,0.015408307477908776,-0.15278859712020934,2.0397900828275195
107,longest_ORF,segment_7916_8695,OU,-196.42619815248622,0.014077131561954972,-6.852150604646304,0.17282355823854997
108,longest_ORF,segment_7916_8695,OU (Z0=Zeq),-191.7284904380804,0.01635851390645467,0.12671214912843173,0.12671214912843173
109,longest_ORF,segment_7916_8695,BM,-178.7206061093989,0.018512710393979562,0.1284646845483246,0.1284646845483246
110,A_percent,segment_7916_8695,NeutralModel,-260.31861264847055,0.0050970408552486746,0.30348612723517276,0.1049136171680993
111,A_percent,segment_7916_8695,NeutralModel (fixed u=1.3),-262.82214715578004,0.00524915891503691,0.29615900004174966,0.19827633115729096
112,A_percent,segment_7916_8695,OU,-263.0132890410047,0.005129756873136606,0.2832199335595769,0.2966328652672465
113,A_percent,segment_7916_8695,OU (Z0=Zeq),-265.6145645601616,0.005067952285508838,0.28352844064291616,0.28352844064291616
114,A_percent,segment_7916_8695,BM,-267.95691245344875,0.005067561514190341,0.2835222289812136,0.2835222289812136
115,longest_ORF_alan,segment_7916_8695,NeutralModel,344.9574585640489,12155.254551606913,16.744365774590225,259.0832404305264
116,longest_ORF_alan,segment_7916_8695,NeutralModel (fixed u=1.3),342.56549916805005,12275.548237673705,19.244330536365936,359.22634384227376
117,longest_ORF_alan,segment_7916_8695,OU,654.1833717941814,12417.321294198167,78.94810932615874,1.503620470707506
118,longest_ORF_alan,segment_7916_8695,OU (Z0=Zeq),404.1168508798377,13165.815777540645,62.6021288883212,62.6021288883212
119,longest_ORF_alan,segment_7916_8695,BM,339.36870798113455,11982.689236030928,62.63948883406957,62.63948883406957
